"train/global_step","rare-sunset-210 - _step","rare-sunset-210 - _step__MIN","rare-sunset-210 - _step__MAX","rare-sunset-210 - train/rewards/wrapped_reward/mean","rare-sunset-210 - train/rewards/wrapped_reward/mean__MIN","rare-sunset-210 - train/rewards/wrapped_reward/mean__MAX","royal-water-208 - _step","royal-water-208 - _step__MIN","royal-water-208 - _step__MAX","royal-water-208 - train/rewards/wrapped_reward/mean","royal-water-208 - train/rewards/wrapped_reward/mean__MIN","royal-water-208 - train/rewards/wrapped_reward/mean__MAX"
"1521","","","","","","","24334","24334","24334","0.8125","0.8125","0.8125"
"1522","","","","","","","24350","24350","24350","0.9375","0.9375","0.9375"
"1523","","","","","","","24366","24366","24366","0.875","0.875","0.875"
"1524","","","","","","","24382","24382","24382","0.84375","0.84375","0.84375"
"1525","","","","","","","24398","24398","24398","0.59375","0.59375","0.59375"
"1526","","","","","","","24414","24414","24414","0.84375","0.84375","0.84375"
"1527","","","","","","","24430","24430","24430","0.84375","0.84375","0.84375"
"1528","","","","","","","24446","24446","24446","0.75","0.75","0.75"
"1529","","","","","","","24462","24462","24462","0.625","0.625","0.625"
"1530","","","","","","","24478","24478","24478","0.8125","0.8125","0.8125"
"1531","","","","","","","24494","24494","24494","0.96875","0.96875","0.96875"
"1532","","","","","","","24510","24510","24510","0.78125","0.78125","0.78125"
"1533","","","","","","","24526","24526","24526","0.96875","0.96875","0.96875"
"1534","","","","","","","24542","24542","24542","0.65625","0.65625","0.65625"
"1535","","","","","","","24558","24558","24558","0.90625","0.90625","0.90625"
"1536","","","","","","","24574","24574","24574","0.875","0.875","0.875"
"1537","","","","","","","24590","24590","24590","0.6875","0.6875","0.6875"
"1538","","","","","","","24606","24606","24606","0.8125","0.8125","0.8125"
"1539","","","","","","","24622","24622","24622","0.78125","0.78125","0.78125"
"1540","","","","","","","24638","24638","24638","0.71875","0.71875","0.71875"
"1541","","","","","","","24654","24654","24654","0.875","0.875","0.875"
"1542","","","","","","","24670","24670","24670","0.9375","0.9375","0.9375"
"1543","","","","","","","24686","24686","24686","0.5625","0.5625","0.5625"
"1544","","","","","","","24702","24702","24702","0.78125","0.78125","0.78125"
"1545","","","","","","","24718","24718","24718","0.59375","0.59375","0.59375"
"1546","","","","","","","24734","24734","24734","0.90625","0.90625","0.90625"
"1547","","","","","","","24750","24750","24750","0.9375","0.9375","0.9375"
"1548","","","","","","","24766","24766","24766","0.875","0.875","0.875"
"1549","","","","","","","24782","24782","24782","0.53125","0.53125","0.53125"
"1550","","","","","","","24798","24798","24798","0.6875","0.6875","0.6875"
"1551","","","","","","","24814","24814","24814","0.65625","0.65625","0.65625"
"1552","","","","","","","24830","24830","24830","0.875","0.875","0.875"
"1553","","","","","","","24846","24846","24846","0.9375","0.9375","0.9375"
"1554","","","","","","","24862","24862","24862","0.84375","0.84375","0.84375"
"1555","","","","","","","24878","24878","24878","0.8125","0.8125","0.8125"
"1556","","","","","","","24894","24894","24894","0.875","0.875","0.875"
"1557","","","","","","","24910","24910","24910","0.375","0.375","0.375"
"1558","","","","","","","24926","24926","24926","0.75","0.75","0.75"
"1559","","","","","","","24942","24942","24942","0.875","0.875","0.875"
"1560","","","","","","","24958","24958","24958","0.65625","0.65625","0.65625"
"1561","","","","","","","24974","24974","24974","0.78125","0.78125","0.78125"
"1562","","","","","","","24990","24990","24990","0.71875","0.71875","0.71875"
"1563","","","","","","","25006","25006","25006","0.40625","0.40625","0.40625"
"1564","","","","","","","25022","25022","25022","0.625","0.625","0.625"
"1565","","","","","","","25038","25038","25038","0.96875","0.96875","0.96875"
"1566","","","","","","","25054","25054","25054","0.84375","0.84375","0.84375"
"1567","","","","","","","25070","25070","25070","0.90625","0.90625","0.90625"
"1568","","","","","","","25086","25086","25086","0.90625","0.90625","0.90625"
"1569","","","","","","","25102","25102","25102","1","1","1"
"1570","","","","","","","25118","25118","25118","0.875","0.875","0.875"
"1571","","","","","","","25134","25134","25134","0.71875","0.71875","0.71875"
"1572","","","","","","","25150","25150","25150","0.75","0.75","0.75"
"1573","","","","","","","25166","25166","25166","0.90625","0.90625","0.90625"
"1574","","","","","","","25182","25182","25182","0.8125","0.8125","0.8125"
"1575","","","","","","","25198","25198","25198","0.78125","0.78125","0.78125"
"1576","","","","","","","25214","25214","25214","0.6875","0.6875","0.6875"
"1577","","","","","","","25230","25230","25230","0.90625","0.90625","0.90625"
"1578","","","","","","","25246","25246","25246","0.9375","0.9375","0.9375"
"1579","","","","","","","25262","25262","25262","0.84375","0.84375","0.84375"
"1580","","","","","","","25278","25278","25278","0.6875","0.6875","0.6875"
"1581","","","","","","","25294","25294","25294","1","1","1"
"1582","","","","","","","25310","25310","25310","0.96875","0.96875","0.96875"
"1583","","","","","","","25326","25326","25326","0.71875","0.71875","0.71875"
"1584","","","","","","","25342","25342","25342","0.71875","0.71875","0.71875"
"1585","","","","","","","25358","25358","25358","0.875","0.875","0.875"
"1586","","","","","","","25374","25374","25374","1","1","1"
"1587","","","","","","","25390","25390","25390","0.625","0.625","0.625"
"1588","","","","","","","25406","25406","25406","0.96875","0.96875","0.96875"
"1589","","","","","","","25422","25422","25422","0.6875","0.6875","0.6875"
"1590","","","","","","","25438","25438","25438","0.65625","0.65625","0.65625"
"1591","","","","","","","25454","25454","25454","0.96875","0.96875","0.96875"
"1592","","","","","","","25470","25470","25470","0.78125","0.78125","0.78125"
"1593","","","","","","","25486","25486","25486","0.8125","0.8125","0.8125"
"1594","","","","","","","25502","25502","25502","0.78125","0.78125","0.78125"
"1595","","","","","","","25518","25518","25518","0.65625","0.65625","0.65625"
"1596","","","","","","","25534","25534","25534","0.65625","0.65625","0.65625"
"1597","","","","","","","25550","25550","25550","0.84375","0.84375","0.84375"
"1598","","","","","","","25566","25566","25566","0.875","0.875","0.875"
"1599","","","","","","","25582","25582","25582","0.78125","0.78125","0.78125"
"1600","","","","","","","25598","25598","25598","0.84375","0.84375","0.84375"
"1601","","","","","","","25614","25614","25614","0.84375","0.84375","0.84375"
"1602","","","","","","","25630","25630","25630","1","1","1"
"1603","","","","","","","25646","25646","25646","0.875","0.875","0.875"
"1604","","","","","","","25662","25662","25662","0.6875","0.6875","0.6875"
"1605","","","","","","","25678","25678","25678","0.96875","0.96875","0.96875"
"1606","","","","","","","25694","25694","25694","0.78125","0.78125","0.78125"
"1607","","","","","","","25710","25710","25710","0.8125","0.8125","0.8125"
"1608","","","","","","","25726","25726","25726","0.90625","0.90625","0.90625"
"1609","","","","","","","25742","25742","25742","0.5625","0.5625","0.5625"
"1610","","","","","","","25758","25758","25758","0.75","0.75","0.75"
"1611","","","","","","","25774","25774","25774","0.71875","0.71875","0.71875"
"1612","","","","","","","25790","25790","25790","0.96875","0.96875","0.96875"
"1613","","","","","","","25806","25806","25806","0.6875","0.6875","0.6875"
"1614","","","","","","","25822","25822","25822","0.8125","0.8125","0.8125"
"1615","","","","","","","25838","25838","25838","0.59375","0.59375","0.59375"
"1616","","","","","","","25854","25854","25854","0.90625","0.90625","0.90625"
"1617","","","","","","","25870","25870","25870","0.5625","0.5625","0.5625"
"1618","","","","","","","25886","25886","25886","0.78125","0.78125","0.78125"
"1619","","","","","","","25902","25902","25902","0.78125","0.78125","0.78125"
"1620","","","","","","","25918","25918","25918","0.4375","0.4375","0.4375"
"1621","","","","","","","25934","25934","25934","0.9375","0.9375","0.9375"
"1622","","","","","","","25950","25950","25950","0.59375","0.59375","0.59375"
